"","VENTAS_CAT","COD_PERSONA","NUM_CONTRATO","PRODUCTO","IND_MOR","EXPOSURE","EAD_STD","EAD_DT","LGD_STD","LGD_DT","PD_TTC","M"
"238","<= 100",17865417,6.51630000000002e+21,"Consumer Loan",30,152514.56,152514.56,152514.56,0.35,0.45,0.032,4
"239","<= 100",17879272,6.51624000000002e+21,"Consumer Loan",30,9794.44,9794.44,9794.44,0.35,0.45,0.032,4
"240","<= 100",17881048,6.50032000000321e+21,"Lease",20,10929.48,10929.48,10929.48,0.35,0.45,0.032,4
"241","(100, 250]",22779574,6.51186000000003e+21,"Consumer Loan",23,1009332.68,1010530.39,1010530.39,0.3,0.4,0.064,4
"242","<= 100",22780769,6.51009000000006e+21,"Mortgage",30,288739.63,288739.63,288739.63,0.35,0.45,0.032,4
"243","<= 100",22843051,6.51045000000006e+21,"Mortgage",30,71367.85,71367.85,71367.85,0.35,0.45,0.032,4
"244","<= 100",22958258,6.51033e+21,"Consumer Loan",30,22095.05,22095.05,22095.05,0.35,0.45,0.032,4
"245","<= 100",22958258,6.51033000000002e+21,"Consumer Loan",30,341861.38,341861.38,341861.38,0.35,0.45,0.032,4
"246","<= 100",23255587,6.51096e+21,"Consumer Loan",30,94752.03,94752.03,94752.03,0.35,0.45,0.032,4
"247","<= 100",23460350,6.51091000000002e+21,"Consumer Loan",24,1067000,1067000,1067000,0.35,0.45,0.032,4
"248","<= 100",23463929,6.51054000000002e+21,"Consumer Loan",23,421749.07,421749.07,421749.07,0.35,0.45,0.032,4
"249","<= 100",23500689,6.51158000000002e+21,"Consumer Loan",23,52010.8,52010.8,52010.8,0.35,0.45,0.032,4
"250","<= 100",23514523,6.50028000000002e+21,"Consumer Loan",23,268497.14,268497.14,268497.14,0.35,0.45,0.032,4
"251","<= 100",23515945,6.51045000000002e+21,"Consumer Loan",30,18356.67,18356.67,18356.67,0.35,0.45,0.032,4
"252","<= 100",23515945,6.51045000000006e+21,"Mortgage",30,2455379.85,2455379.85,2455379.85,0.35,0.45,0.032,4
"253","<= 100",23590629,6.5106e+21,"Consumer Loan",30,226893.52,226893.52,226893.52,0.35,0.45,0.032,4
"254","<= 100",23647175,6.51140000000002e+21,"Consumer Loan",30,32414.82,32414.82,32414.82,0.35,0.45,0.032,4
"255","<= 100",23647175,6.51140000000002e+21,"Consumer Loan",30,4401.72,4401.72,4401.72,0.35,0.45,0.032,4
"256","<= 100",23654724,6.51507000000002e+21,"Consumer Loan",30,2679875.85,2679875.85,2679875.85,0.35,0.45,0.032,4
"257","<= 100",23654724,6.51507000000006e+21,"Mortgage",20,510735.55,510735.55,510735.55,0.35,0.45,0.032,4
"258","<= 100",23685867,6.51102000000002e+21,"Consumer Loan",50,145897.51,145897.51,145897.51,0.35,0.45,0.032,4
"259","<= 100",23685867,6.51102000000002e+21,"Consumer Loan",50,63619.45,63619.45,63619.45,0.35,0.45,0.032,4
"260","<= 100",23738995,6.51517e+21,"Consumer Loan",23,230533.73,230543.8,230543.8,0.35,0.45,0.032,4
"261","<= 100",23738995,6.51517000000006e+21,"Mortgage",23,133005.27,133005.27,133005.27,0.35,0.45,0.032,4
"262","<= 100",23739576,6.50067000000006e+21,"Mortgage",23,3227618.49,3227618.49,3227618.49,0.35,0.45,0.032,4
"263","<= 100",23740140,6.51095000010951e+21,"Lease",20,3034.01,3034.01,3034.01,0.35,0.45,0.032,4
"264","<= 100",23744952,6.51216000000006e+21,"Mortgage",23,141308.5,141308.5,141308.5,0.35,0.45,0.032,4
"265","<= 100",23775475,6.51296000000002e+21,"Consumer Loan",30,297531.59,297531.59,297531.59,0.35,0.45,0.032,4
"266","<= 100",23809671,6.51037000000006e+21,"Mortgage",23,212789.76,212789.76,212789.76,0.35,0.45,0.032,4
"267","<= 100",23809671,6.51037000000006e+21,"Mortgage",23,369953.51,369953.51,369953.51,0.35,0.45,0.032,4
"268","<= 100",23849487,6.51039000000006e+21,"Mortgage",30,357983.63,357983.63,357983.63,0.35,0.45,0.032,4
"269","<= 100",23849487,6.51039000000006e+21,"Mortgage",30,107596.52,107596.52,107596.52,0.35,0.45,0.032,4
"270","<= 100",23849487,6.51039000000006e+21,"Mortgage",30,84542.29,84542.29,84542.29,0.35,0.45,0.032,4
"271","<= 100",23882328,6.51273000000002e+21,"Consumer Loan",23,786705.39,786705.39,786705.39,0.35,0.45,0.032,4
"272","<= 100",23992484,6.51041000000002e+21,"Consumer Loan",30,19292.4,19292.4,19292.4,0.35,0.45,0.032,4
"273","<= 100",23995890,6.51153000011531e+21,"Lease",30,11882,11882,11882,0.35,0.45,0.032,4
"274","<= 100",24028797,6.50067000000002e+21,"Consumer Loan",23,545292.87,545292.87,545292.87,0.35,0.45,0.032,4
"275","<= 100",24192937,6.51321000000006e+21,"Mortgage",23,656311.46,656311.46,656311.46,0.35,0.45,0.032,4
"276","<= 100",24209279,6.51054000000002e+21,"Consumer Loan",20,31648.02,31648.02,31648.02,0.35,0.45,0.032,4
"277","<= 100",24209279,6.51054000010541e+21,"Lease",20,147.84,147.84,147.84,0.35,0.45,0.032,4
"278","<= 100",24295159,6.51251000000002e+21,"Consumer Loan",30,322415.97,322415.97,322415.97,0.35,0.45,0.032,4
"279","<= 100",24341100,6.51268000000006e+21,"Mortgage",30,142009.41,142009.41,142009.41,0.35,0.45,0.032,4
"280","<= 100",24412511,6.51093e+21,"Consumer Loan",40,58798.92,58798.92,58798.92,0.35,0.45,0.032,4
"281","<= 100",24412511,6.51093e+21,"Consumer Loan",40,124039.87,124039.87,124039.87,0.35,0.45,0.032,4
"282","<= 100",24412511,6.51093000000002e+21,"Consumer Loan",40,59965.52,59965.52,59965.52,0.35,0.45,0.032,4
"283","<= 100",24412511,6.51093000000006e+21,"Mortgage",30,961212.26,961212.26,961212.26,0.35,0.45,0.032,4
"284","<= 100",24412511,6.51093000000006e+21,"Mortgage",30,948610.14,948610.14,948610.14,0.35,0.45,0.032,4
"285","<= 100",24412511,6.59999458074101e+21,"Credit Card",40,1754.28,1754.28,1754.28,0.35,0.45,0.032,4
"286","<= 100",24412511,6.59999458074101e+21,"Credit Card",40,934.81,934.81,934.81,0.35,0.45,0.032,4
"287","<= 100",24469475,6.51092e+21,"Consumer Loan",30,21987.03,21987.03,21987.03,0.35,0.45,0.032,4
"288","<= 100",24531219,6.5131e+21,"Consumer Loan",30,381991.32,381991.32,381991.32,0.35,0.45,0.032,4
"289","<= 100",24531219,6.51310000000006e+21,"Mortgage",30,1674406.83,1674406.83,1674406.83,0.35,0.45,0.032,4
"290","<= 100",24531219,6.51310000000006e+21,"Mortgage",30,1584770.48,1584770.48,1584770.48,0.35,0.45,0.032,4
"291","<= 100",24531219,6.51310000013101e+21,"Lease",30,4527.9,4527.9,4527.9,0.35,0.45,0.032,4
"292","<= 100",24531219,6.51310000013101e+21,"Lease",30,4939.53,4939.53,4939.53,0.35,0.45,0.032,4
"293","<= 100",24531219,6.51310000013101e+21,"Lease",30,32382.05,32382.05,32382.05,0.35,0.45,0.032,4
"294","<= 100",24531219,6.51310000013101e+21,"Lease",30,3229183.72,3229183.72,3229183.72,0.35,0.45,0.032,4
"296","<= 100",24696560,6.51148000000006e+21,"Mortgage",30,75593.39,75593.39,75593.39,0.35,0.45,0.032,4
"297","<= 100",24747602,6.50067000000002e+21,"Consumer Loan",23,233800.03,233800.03,233800.03,0.35,0.45,0.032,4
"298","<= 100",24833525,6.51102e+21,"Consumer Loan",23,298476.13,300300.9,300300.9,0.35,0.45,0.032,4
"299","<= 100",24833525,6.51102000000002e+21,"Consumer Loan",23,967469.49,967469.49,967469.49,0.35,0.45,0.032,4
"300","<= 100",24861065,6.50148000000002e+21,"Consumer Loan",30,181186.29,181186.29,181186.29,0.35,0.45,0.032,4
"301","<= 100",24861065,6.50148000000002e+21,"Consumer Loan",30,13488.58,13488.58,13488.58,0.35,0.45,0.032,4
"302","<= 100",24861065,6.50148000000006e+21,"Mortgage",30,1047169.19,1047169.19,1047169.19,0.35,0.45,0.032,4
"303","(100, 250]",24878577,6.50025e+21,"Consumer Loan",40,491799.39,491799.39,491799.39,0.3,0.4,0.064,4
"304","<= 100",25041657,6.51384000000002e+21,"Consumer Loan",20,18549.22,18549.22,18549.22,0.35,0.45,0.032,4
"305","<= 100",25090690,6.51248000000002e+21,"Consumer Loan",30,66898.18,66898.18,66898.18,0.35,0.45,0.032,4
"306","<= 100",25139177,6.50184000001841e+21,"Lease",30,122718.9,122718.9,122718.9,0.35,0.45,0.032,4
"307","<= 100",25168722,6.51092000000002e+21,"Consumer Loan",20,197069.14,197069.14,197069.14,0.35,0.45,0.032,4
"308","<= 100",25184075,6.51165000000002e+21,"Consumer Loan",30,16726.67,16726.67,16726.67,0.35,0.45,0.032,4
"309","(100, 250]",25195549,6.50067000000002e+21,"Consumer Loan",20,408673.34,408673.34,408673.34,0.3,0.4,0.064,4
"310","<= 100",25232088,6.51306e+21,"Consumer Loan",30,826614.49,826614.49,826614.49,0.35,0.45,0.032,4
"311","<= 100",25232088,6.51306000000002e+21,"Consumer Loan",30,402324.67,402324.67,402324.67,0.35,0.45,0.032,4
"312","<= 100",25232088,6.51306000000006e+21,"Mortgage",30,221014.28,221014.28,221014.28,0.35,0.45,0.032,4
"313","<= 100",25282867,6.51273000000002e+21,"Consumer Loan",20,73560.84,73560.84,73560.84,0.35,0.45,0.032,4
"314","<= 100",25282867,6.51273000000006e+21,"Mortgage",20,131516.38,131516.38,131516.38,0.35,0.45,0.032,4
"315","<= 100",25306510,6.51248000000002e+21,"Consumer Loan",30,339089.22,339089.22,339089.22,0.35,0.45,0.032,4
"316","<= 100",25312266,6.51242000000002e+21,"Consumer Loan",30,44961.84,44961.84,44961.84,0.35,0.45,0.032,4
"317","<= 100",25319612,6.51358000000002e+21,"Consumer Loan",30,67010.21,67010.21,67010.21,0.35,0.45,0.032,4
"318","<= 100",25319612,6.51358000000002e+21,"Consumer Loan",30,69580.51,69580.51,69580.51,0.35,0.45,0.032,4
"319","<= 100",25366483,6.51192000000002e+21,"Consumer Loan",23,12494.18,12494.18,12494.18,0.35,0.45,0.032,4
"320","<= 100",25553372,6.51054000000002e+21,"Consumer Loan",30,41607.81,41607.81,41607.81,0.35,0.45,0.032,4
"321","<= 100",25591967,6.50032000000321e+21,"Lease",30,13168.18,13168.18,13168.18,0.35,0.45,0.032,4
"322","<= 100",25591967,6.50032000000321e+21,"Lease",30,6986.74,6986.74,6986.74,0.35,0.45,0.032,4
"323","<= 100",25591967,6.50032000000321e+21,"Lease",30,55234.64,55234.64,55234.64,0.35,0.45,0.032,4
"324","<= 100",25591967,6.50032000000321e+21,"Lease",30,116679.68,116679.68,116679.68,0.35,0.45,0.032,4
"325","<= 100",25591967,6.50032000000321e+21,"Lease",30,20145.23,20145.23,20145.23,0.35,0.45,0.032,4
"326","<= 100",25613855,6.51170000000002e+21,"Consumer Loan",30,2788.43,2788.43,2788.43,0.35,0.45,0.032,4
"327","<= 100",25613855,6.51170000011701e+21,"Lease",30,2332,2332,2332,0.35,0.45,0.032,4
"328","<= 100",25613855,6.51170000011701e+21,"Lease",30,2891.22,2891.22,2891.22,0.35,0.45,0.032,4
"329","<= 100",25729683,6.51011000000006e+21,"Mortgage",20,157642.27,157642.27,157642.27,0.35,0.45,0.032,4
"330","<= 100",25763660,6.51242000012421e+21,"Lease",30,138318.47,138318.47,138318.47,0.35,0.45,0.032,4
"331","<= 100",25833820,6.51054000010541e+21,"Lease",30,331794.19,331794.19,331794.19,0.35,0.45,0.032,4
"332","<= 100",25840568,6.51309000000002e+21,"Consumer Loan",30,445921.07,445921.07,445921.07,0.35,0.45,0.032,4
"333","<= 100",25912895,6.50026000000261e+21,"Lease",20,24136.33,24136.33,24136.33,0.35,0.45,0.032,4
"334","<= 100",25912895,6.50026000000261e+21,"Lease",20,21495.59,21495.59,21495.59,0.35,0.45,0.032,4
"335","<= 100",25912895,6.50026000000261e+21,"Lease",20,24198.07,24198.07,24198.07,0.35,0.45,0.032,4
"336","<= 100",25921673,6.51216e+21,"Consumer Loan",40,341339.24,341339.24,341339.24,0.35,0.45,0.032,4
"337","<= 100",25948899,6.51102000000002e+21,"Consumer Loan",24,2321893.34,2321893.34,2321893.34,0.35,0.45,0.032,4
"338","<= 100",26072734,6.51107000000002e+21,"Consumer Loan",30,203097.9,203097.9,203097.9,0.35,0.45,0.032,4
"339","<= 100",26110865,6.51057000000006e+21,"Mortgage",23,250236.41,250236.41,250236.41,0.35,0.45,0.032,4
"340","<= 100",26113937,6.51129000000002e+21,"Consumer Loan",30,58390.44,58390.44,58390.44,0.35,0.45,0.032,4
"341","<= 100",26125749,6.50032000000002e+21,"Consumer Loan",30,46429.21,46429.21,46429.21,0.35,0.45,0.032,4
"342","<= 100",26132923,6.51156000000002e+21,"Consumer Loan",30,1557982.66,1557982.66,1557982.66,0.35,0.45,0.032,4
"343","<= 100",26195232,6.51269000000002e+21,"Consumer Loan",30,253359.28,253359.28,253359.28,0.35,0.45,0.032,4
"344","<= 100",26195232,6.51269000012691e+21,"Lease",30,172011.53,172011.53,172011.53,0.35,0.45,0.032,4
"345","<= 100",26278375,6.51380000000006e+21,"Mortgage",23,100276.21,100276.21,100276.21,0.35,0.45,0.032,4
"346","<= 100",26278375,6.51380000000006e+21,"Mortgage",23,294696.70187,335954.24,294696.70187,0.35,0.45,0.032,4
"347","<= 100",26334577,6.51054000000006e+21,"Mortgage",20,177416.63,177416.63,177416.63,0.35,0.45,0.032,4
"348","<= 100",26335832,6.51108e+21,"Consumer Loan",30,60637.72,60637.72,60637.72,0.35,0.45,0.032,4
"349","<= 100",26335832,6.51108000000002e+21,"Consumer Loan",30,63768.09,63768.09,63768.09,0.35,0.45,0.032,4
"350","<= 100",26337576,6.51119000000002e+21,"Consumer Loan",23,205906.79,205906.79,205906.79,0.35,0.45,0.032,4
"351",">250",26563908,6.50145e+21,"Consumer Loan",23,19554900.02,20117238.53,20117238.53,0.25,0.3,0.064,4
"352","<= 100",26640988,6.50051000000006e+21,"Mortgage",23,1804074.81,1804074.81,1804074.81,0.35,0.45,0.032,4
"353","<= 100",26657139,6.50145000000002e+21,"Consumer Loan",30,3325134.61,3325134.61,3325134.61,0.35,0.45,0.032,4
"354","<= 100",26731258,6.51118000011181e+21,"Lease",30,18004.22,18004.22,18004.22,0.35,0.45,0.032,4
"355","<= 100",26757044,6.51322e+21,"Consumer Loan",23,0.07,36000,36000,0.35,0.45,0.032,4
"356","<= 100",26833999,6.51242000000002e+21,"Consumer Loan",30,33192.9,33192.9,33192.9,0.35,0.45,0.032,4
"357","<= 100",26833999,6.51242000000002e+21,"Consumer Loan",30,17254.69,17254.69,17254.69,0.35,0.45,0.032,4
"358","<= 100",26833999,6.51242000000002e+21,"Consumer Loan",30,15255.57,15255.57,15255.57,0.35,0.45,0.032,4
"359","<= 100",26833999,6.51242000000002e+21,"Consumer Loan",30,29436.09,29436.09,29436.09,0.35,0.45,0.032,4
"360","<= 100",26833999,6.51242000000002e+21,"Consumer Loan",30,4181.21,4181.21,4181.21,0.35,0.45,0.032,4
"361","<= 100",26870541,6.51057000000002e+21,"Consumer Loan",23,72622.96,72622.96,72622.96,0.35,0.45,0.032,4
"362","<= 100",26870541,6.51057000000006e+21,"Mortgage",23,1546177.9,1546177.9,1546177.9,0.35,0.45,0.032,4
"363","<= 100",26870541,6.51057000000006e+21,"Mortgage",23,476851.76,476851.76,476851.76,0.35,0.45,0.032,4
"364","<= 100",26886987,6.50032000000321e+21,"Lease",30,667337.48,667337.48,667337.48,0.35,0.45,0.032,4
"365","<= 100",26890925,6.51045000000002e+21,"Consumer Loan",20,7047.3,7047.3,7047.3,0.35,0.45,0.032,4
"366","<= 100",26899221,6.51161000000002e+21,"Consumer Loan",50,51134.8,51134.8,51134.8,0.35,0.45,0.032,4
"367","<= 100",26904111,6.51158000000002e+21,"Consumer Loan",30,26742.72,26742.72,26742.72,0.35,0.45,0.032,4
"368","<= 100",26907127,6.51102000000006e+21,"Mortgage",23,60332.98,60332.98,60332.98,0.35,0.45,0.032,4
"369","<= 100",26917114,6.51084000000002e+21,"Consumer Loan",30,108566.2,108566.2,108566.2,0.35,0.45,0.032,4
"370","<= 100",26917114,6.51084000010841e+21,"Lease",20,1678.11,1678.11,1678.11,0.35,0.45,0.032,4
"371","<= 100",26917114,6.51084000010841e+21,"Lease",20,146.72,146.72,146.72,0.35,0.45,0.032,4
"372","<= 100",26917114,6.51084000010841e+21,"Lease",20,4998.42,4998.42,4998.42,0.35,0.45,0.032,4
"373","<= 100",26917114,6.51084000010841e+21,"Lease",30,11591.56,11591.56,11591.56,0.35,0.45,0.032,4
"374","<= 100",26917114,6.51084000010841e+21,"Lease",20,3332.75,3332.75,3332.75,0.35,0.45,0.032,4
"375","<= 100",26917114,6.51084000010841e+21,"Lease",30,22927.25,22927.25,22927.25,0.35,0.45,0.032,4
"376","<= 100",26917114,6.51084000010841e+21,"Lease",30,14078.56,14078.56,14078.56,0.35,0.45,0.032,4
"377","<= 100",26917114,6.51084000010841e+21,"Lease",30,22220.15,22220.15,22220.15,0.35,0.45,0.032,4
"378","<= 100",26917114,6.51084000010841e+21,"Lease",20,5923.39,5923.39,5923.39,0.35,0.45,0.032,4
"379","<= 100",26917114,6.51084000010841e+21,"Lease",30,21482.77,21482.77,21482.77,0.35,0.45,0.032,4
"380","<= 100",26923173,6.50184000000006e+21,"Mortgage",50,7590.74,7590.74,7590.74,0.35,0.45,0.032,4
"381","<= 100",27003973,6.51327e+21,"Consumer Loan",50,712290.57,712290.57,712290.57,0.35,0.45,0.032,4
"382","<= 100",27010260,6.51516e+21,"Consumer Loan",40,320586.38,320586.38,320586.38,0.35,0.45,0.032,4
"383","<= 100",27010260,6.51516000000002e+21,"Consumer Loan",40,1816148.8,1816148.8,1816148.8,0.35,0.45,0.032,4
"384","<= 100",27010260,6.51516000000002e+21,"Consumer Loan",30,7306167.7,7306167.7,7306167.7,0.35,0.45,0.032,4
"385","<= 100",27015645,6.50014e+21,"Consumer Loan",30,10868.66,10868.66,10868.66,0.35,0.45,0.032,4
"386","<= 100",27044378,6.51248000000002e+21,"Consumer Loan",23,476344.43,476344.43,476344.43,0.35,0.45,0.032,4
"387","<= 100",27044378,6.51248000000002e+21,"Consumer Loan",23,482188.27,482188.27,482188.27,0.35,0.45,0.032,4
"388","<= 100",27063518,6.51057000000006e+21,"Mortgage",23,221320.68,221320.68,221320.68,0.35,0.45,0.032,4
"389","<= 100",27063518,6.51057000000006e+21,"Mortgage",23,196877.08,196877.08,196877.08,0.35,0.45,0.032,4
"390","<= 100",27068749,6.51248000000002e+21,"Consumer Loan",23,18343.93,18343.93,18343.93,0.35,0.45,0.032,4
"391","<= 100",27069052,6.51039000000002e+21,"Consumer Loan",30,1873.49,1873.49,1873.49,0.35,0.45,0.032,4
"393","<= 100",27083608,6.51194000000006e+21,"Mortgage",23,13029.37,13029.37,13029.37,0.35,0.45,0.032,4
"394","<= 100",27172015,6.50312000000002e+21,"Consumer Loan",30,59136.33,59136.33,59136.33,0.35,0.45,0.032,4
"395","<= 100",27255018,6.51206000000002e+21,"Consumer Loan",30,20397.21,20397.21,20397.21,0.35,0.45,0.032,4
"396","<= 100",27406652,6.59999458075107e+21,"Credit Card",40,359.6,359.6,359.6,0.35,0.45,0.032,4
"397","<= 100",27460428,6.51107000000006e+21,"Mortgage",30,133303.63,133303.63,133303.63,0.35,0.45,0.032,4
"398","<= 100",27460428,6.51107000000006e+21,"Mortgage",30,23470.97,23470.97,23470.97,0.35,0.45,0.032,4
"399","<= 100",27508838,6.51245e+21,"Consumer Loan",40,37574.75,37574.75,37574.75,0.35,0.45,0.032,4
"400","<= 100",27508838,6.51245000000006e+21,"Mortgage",40,52854.45,52854.45,52854.45,0.35,0.45,0.032,4
"401","<= 100",27508838,6.51245000012451e+21,"Lease",40,21995.16,21995.16,21995.16,0.35,0.45,0.032,4
"402","<= 100",27508838,6.59999458074102e+21,"Credit Card",50,3017.66,3017.66,3017.66,0.35,0.45,0.032,4
"403","<= 100",27508838,6.59999458074102e+21,"Credit Card",50,726.81,726.81,726.81,0.35,0.45,0.032,4
"404","<= 100",27508838,6.59999458074102e+21,"Credit Card",50,1406.12,1406.12,1406.12,0.35,0.45,0.032,4
"405","<= 100",27508838,6.59999458074102e+21,"Credit Card",50,321.15,321.15,321.15,0.35,0.45,0.032,4
"406","<= 100",27508838,6.59999458074102e+21,"Credit Card",50,993.11,993.11,993.11,0.35,0.45,0.032,4
"407","<= 100",27508838,6.59999458074102e+21,"Credit Card",50,455.73,455.73,455.73,0.35,0.45,0.032,4
"408","<= 100",27508838,6.59999458074102e+21,"Credit Card",50,2042.83,2042.83,2042.83,0.35,0.45,0.032,4
"409","<= 100",27508838,6.5999945807412e+21,"Credit Card",50,922.73,922.73,922.73,0.35,0.45,0.032,4
"410","<= 100",27558053,6.51160000000006e+21,"Mortgage",30,106990.32,106990.32,106990.32,0.35,0.45,0.032,4
"411","<= 100",27684539,6.51507e+21,"Consumer Loan",30,1458921.25,1458921.25,1458921.25,0.35,0.45,0.032,4
"412","<= 100",27688623,6.51118000000002e+21,"Consumer Loan",30,154355.95,154355.95,154355.95,0.35,0.45,0.032,4
"413","<= 100",27793299,6.51059000000006e+21,"Mortgage",23,10154.06,10154.06,10154.06,0.35,0.45,0.032,4
"414","<= 100",27897672,6.51094000000002e+21,"Consumer Loan",30,27327.87,27327.87,27327.87,0.35,0.45,0.032,4
"415","<= 100",27969533,6.51395000000006e+21,"Mortgage",23,15517.97,15517.97,15517.97,0.35,0.45,0.032,4
"416","<= 100",27978923,6.51109000011091e+21,"Lease",30,15414.14,15414.14,15414.14,0.35,0.45,0.032,4
"417","<= 100",28017994,6.51270000000006e+21,"Mortgage",30,263086.82,263086.82,263086.82,0.35,0.45,0.032,4
"418","<= 100",28057155,6.51312e+21,"Consumer Loan",40,32429.19,32429.19,32429.19,0.35,0.45,0.032,4
"419","<= 100",28057155,6.51312000013121e+21,"Lease",40,18757.05,18757.05,18757.05,0.35,0.45,0.032,4
"420","<= 100",28174275,6.51074000000006e+21,"Mortgage",20,156356.61,156356.61,156356.61,0.35,0.45,0.032,4
"421","<= 100",28174828,6.50050000000006e+21,"Mortgage",23,106234.51,106234.51,106234.51,0.35,0.45,0.032,4
"422","<= 100",28194241,6.50067000000006e+21,"Mortgage",20,4662054.42,4662054.42,4662054.42,0.35,0.45,0.032,4
"423","<= 100",28234960,6.51244000000006e+21,"Mortgage",23,156439.49,156439.49,156439.49,0.35,0.45,0.032,4
"424","<= 100",28298551,6.50148000001481e+21,"Lease",30,4127.92,4127.92,4127.92,0.35,0.45,0.032,4
"425","<= 100",28298551,6.50148000001481e+21,"Lease",30,71145.15,71145.15,71145.15,0.35,0.45,0.032,4
"426","<= 100",28299280,6.51502e+21,"Consumer Loan",30,67619.2,67619.2,67619.2,0.35,0.45,0.032,4
"427","<= 100",28299280,6.51502000000002e+21,"Consumer Loan",30,72682.56,72682.56,72682.56,0.35,0.45,0.032,4
"428","<= 100",28299280,6.51502000000002e+21,"Consumer Loan",30,202027.67,202027.67,202027.67,0.35,0.45,0.032,4
"429","<= 100",28303922,6.50145e+21,"Consumer Loan",23,4602475.8,5027061.56,5027061.56,0.35,0.45,0.032,4
"430","<= 100",28303922,6.50145e+21,"Consumer Loan",23,2230883.22,3263261.53,3263261.53,0.35,0.45,0.032,4
"431","<= 100",28303922,6.50145e+21,"Consumer Loan",23,14074446.14,15623013.73,15623013.73,0.35,0.45,0.032,4
"432","<= 100",28352637,6.50034000000002e+21,"Consumer Loan",20,7292.44,7292.44,7292.44,0.35,0.45,0.032,4
"433","<= 100",28361261,6.51301000000006e+21,"Mortgage",23,956056.48,956056.48,956056.48,0.35,0.45,0.032,4
"435","<= 100",28449576,6.51118000011181e+21,"Lease",30,28194.72,28194.72,28194.72,0.35,0.45,0.032,4
"436","<= 100",28449576,6.51118000011181e+21,"Lease",30,95755.19,95755.19,95755.19,0.35,0.45,0.032,4
"437","<= 100",28449576,6.51118000011181e+21,"Lease",30,110236.63,110236.63,110236.63,0.35,0.45,0.032,4
"438","<= 100",28449576,6.51118000011181e+21,"Lease",30,111755.83,111755.83,111755.83,0.35,0.45,0.032,4
"439","<= 100",28449576,6.51118000011181e+21,"Lease",30,82597.67,82597.67,82597.67,0.35,0.45,0.032,4
"440","<= 100",28449576,6.51118000011181e+21,"Lease",30,57551.65,57551.65,57551.65,0.35,0.45,0.032,4
"441","<= 100",28449576,6.51118000011181e+21,"Lease",30,19951.58,19951.58,19951.58,0.35,0.45,0.032,4
"442","<= 100",28457846,6.51534000000006e+21,"Mortgage",30,196914.64,196914.64,196914.64,0.35,0.45,0.032,4
"443","<= 100",28457846,6.51534000000006e+21,"Mortgage",30,422068,422068,422068,0.35,0.45,0.032,4
"444","<= 100",28459547,6.51133000000002e+21,"Consumer Loan",30,1163.65,1163.65,1163.65,0.35,0.45,0.032,4
"445","<= 100",28494075,6.51028e+21,"Consumer Loan",30,33486.04,33486.04,33486.04,0.35,0.45,0.032,4
"446","<= 100",28624114,6.51590000000002e+21,"Consumer Loan",30,60196.56,60196.56,60196.56,0.35,0.45,0.032,4
"447","<= 100",28663454,6.50184000000002e+21,"Consumer Loan",30,155896.55,155896.55,155896.55,0.35,0.45,0.032,4
"448","<= 100",28663454,6.50184000000006e+21,"Mortgage",50,6088.5,6088.5,6088.5,0.35,0.45,0.032,4
"449","<= 100",28666968,6.51011000000006e+21,"Mortgage",30,1090514.91,1090514.91,1090514.91,0.35,0.45,0.032,4
"450","<= 100",28676556,6.51314000000006e+21,"Mortgage",30,72841.6,72841.6,72841.6,0.35,0.45,0.032,4
"451","<= 100",28735344,6.51148000000002e+21,"Consumer Loan",30,15561.17,15561.17,15561.17,0.35,0.45,0.032,4
"452","<= 100",28782941,6.59999458075114e+21,"Credit Card",20,3152.29,3152.29,3152.29,0.35,0.45,0.032,4
"453","<= 100",28791347,6.51138000000002e+21,"Consumer Loan",23,26305.81,26305.81,26305.81,0.35,0.45,0.032,4
"454","<= 100",28795148,6.50119000000006e+21,"Mortgage",23,181260.96,181260.96,181260.96,0.35,0.45,0.032,4
"455","<= 100",28945417,6.51366000000002e+21,"Consumer Loan",30,256708.28,256708.28,256708.28,0.35,0.45,0.032,4
"456","<= 100",28945417,6.51366000000002e+21,"Consumer Loan",30,274903.56,274903.56,274903.56,0.35,0.45,0.032,4
"457","<= 100",28946049,6.51359000000002e+21,"Consumer Loan",23,142953.38,142953.38,142953.38,0.35,0.45,0.032,4
